driver_id,full_name,phone,license_number,vehicle_brand,vehicle_plate,rating,driver_status,joined_at,updated_at
DRV000576,Phan Hoàng,0503056877,GPLX-92572452,Mazda,70A-75551,4.7,available,2024-05-31 09:35:14,2026-08-01 09:35:14
DRV003793,Đỗ Dũng,0989202987,GPLX-10896015,Kia,69A-20289,4.16,available,2025-10-24 09:35:14,2026-08-04 09:35:14
DRV003429,Bùi Trung,0948401439,GPLX-15003831,Toyota,68A-46677,3.73,offline,2026-04-25 09:35:14,2026-08-02 09:35:14
DRV003497,Đặng Chiến,0426141449,GPLX-36160130,Hyundai,43A-27530,3.7,available,2026-05-05 09:35:14,2026-08-02 09:35:14
DRV001707,Huỳnh Hoàng,0778295201,GPLX-19448453,Kia,90A-51940,4.52,offline,2021-12-01 09:35:14,2026-07-31 09:35:14
DRV002463,Đặng Ngọc,0667556519,GPLX-47891712,Toyota,80A-33848,4.78,available,2024-01-30 09:35:14,2026-08-02 09:35:14
DRV001300,Trần Minh,0940752724,GPLX-36932032,Mazda,98A-46765,4.44,offline,2022-12-13 09:35:14,2026-08-05 09:35:14
DRV000133,Ngô Long,0688654573,GPLX-32757058,Toyota,42A-15547,4.88,busy,2024-05-29 09:35:14,2026-08-05 09:35:14
DRV003620,Bùi Nam,0472221453,GPLX-90587740,Mazda,69A-34071,4.41,busy,2021-11-09 09:35:14,2026-08-02 09:35:14
DRV003201,Đỗ Hạnh,0779222037,GPLX-20557746,Mazda,61A-20103,3.63,busy,2024-12-30 09:35:14,2026-08-06 09:35:14
DRV000862,Phan Khánh,0685206644,GPLX-22867748,Kia,28A-62680,4.86,available,2026-03-16 09:35:14,2026-07-31 09:35:14
DRV000844,Dương Trung,0863157638,GPLX-99077774,Hyundai,67A-46834,4.53,available,2022-05-21 09:35:14,2026-08-01 09:35:14
DRV001802,Hoàng Hải,0660297725,GPLX-11554004,Honda,54A-28767,3.65,available,2022-12-15 09:35:14,2025-10-02 09:35:14
DRV001629,Võ Phong,0744769310,GPLX-14576371,Hyundai,72A-69950,4.57,offline,2025-07-06 09:35:14,2026-08-04 09:35:14
DRV001994,Dương An,0422217705,GPLX-32743417,Mitsubishi,48A-58861,3.53,busy,2022-01-02 09:35:14,2026-08-02 09:35:14
DRV002150,Phạm Quân,0413660591,GPLX-55946948,VinFast,55A-79962,3.56,available,2022-06-23 09:35:14,2026-08-06 09:35:14
DRV000270,Đỗ Nam,0496663969,GPLX-42724740,Hyundai,16A-82989,4.42,offline,2024-12-11 09:35:14,2026-08-02 09:35:14
DRV000630,Lê Giang,0997455700,GPLX-93686235,Ford,16A-91845,4.99,busy,2024-01-23 09:35:14,2026-08-06 09:35:14
DRV001731,Lê Hiếu,0742968745,GPLX-40803317,Toyota,93A-61685,3.96,offline,2021-12-12 09:35:14,2026-08-05 09:35:14
DRV001034,Huỳnh Giang,0743141605,GPLX-18954165,Mazda,59A-18396,4.16,available,2026-05-16 09:35:14,2026-08-04 09:35:14
DRV002322,Bùi Bình,0515540380,GPLX-57231227,Kia,33A-66064,4.8,available,2023-10-04 09:35:14,2026-08-03 09:35:14
DRV000287,Dương Chiến,0881439381,GPLX-84387138,Honda,74A-84761,4.6,busy,2022-11-07 09:35:14,2026-08-03 09:35:14
DRV001327,Trần Quân,0750935914,GPLX-24747025,Kia,31A-71494,4.9,busy,2026-02-05 09:35:14,2026-08-05 09:35:14
DRV002938,Dương Nam,0630060380,GPLX-21867774,Mazda,40A-49321,3.83,busy,2025-07-10 09:35:14,2026-08-03 09:35:14
DRV000301,Hồ Trung,0894424075,GPLX-70743544,Toyota,81A-35311,4.29,busy,2022-03-16 09:35:14,2026-08-02 09:35:14
DRV003174,Ngô Tuấn,0898887487,GPLX-73236978,VinFast,22A-80141,3.63,offline,2021-08-16 09:35:14,2026-08-06 09:35:14
DRV003008,Bùi Sơn,0870348298,GPLX-98960106,Mitsubishi,36A-47555,3.97,offline,2025-09-02 09:35:14,2026-08-04 09:35:14
DRV003597,Ngô Hiếu,0361760317,GPLX-93906166,Honda,32A-66248,4.71,available,2025-07-19 09:35:14,2026-01-02 09:35:14
DRV001448,Vũ Hoàng,0696109723,GPLX-71801522,Hyundai,88A-27349,4.56,offline,2023-09-20 09:35:14,2026-07-31 09:35:14
DRV001473,Hoàng Yến,0674668793,GPLX-15838043,Ford,85A-40650,3.84,offline,2025-08-15 09:35:14,2026-07-31 09:35:14
DRV002826,Hồ Khánh,0479509363,GPLX-37365441,Mitsubishi,38A-35104,3.68,available,2025-12-19 09:35:14,2026-08-04 09:35:14
DRV002477,Hồ Quân,0696647088,GPLX-43285916,Toyota,96A-18100,4.44,available,2025-04-26 09:35:14,2026-08-01 09:35:14
DRV001187,Võ Yến,0665067428,GPLX-59050268,Toyota,66A-23343,4.6,available,2025-05-20 09:35:14,2026-08-03 09:35:14
DRV000066,Lê Hiếu,0890423954,GPLX-50427138,Hyundai,21A-83610,3.53,busy,2022-09-24 09:35:14,2026-08-05 09:35:14
DRV002949,Phạm Yến,0898675404,GPLX-11781745,Mitsubishi,81A-86522,4.22,suspended,2026-04-08 09:35:14,2026-07-31 09:35:14
DRV001881,Phan Sơn,0812284529,GPLX-53579662,Hyundai,34A-93345,3.68,busy,2023-05-20 09:35:14,2026-08-04 09:35:14
DRV000891,Võ Trung,0848945120,GPLX-43393615,Mazda,46A-89378,4.49,available,2023-09-06 09:35:14,2026-08-06 09:35:14
DRV003084,Vũ Trang,0605192466,GPLX-36145675,Mazda,31A-51387,4.89,offline,2022-06-15 09:35:14,2026-08-04 09:35:14
DRV003725,Ngô Tuấn,0765266580,GPLX-28829945,Kia,91A-37437,4.54,busy,2022-04-01 09:35:14,2026-08-05 09:35:14
DRV001767,Lê Nga,0541329936,GPLX-99299386,Hyundai,41A-20749,4.2,available,2025-02-28 09:35:14,2026-08-03 09:35:14
DRV002518,Hoàng Sơn,0977995580,GPLX-10035798,Ford,29A-98087,3.77,offline,2025-12-07 09:35:14,2026-08-06 09:35:14
DRV002111,Đặng Bình,0346119849,GPLX-39106748,Ford,34A-89867,4.93,offline,2021-11-13 09:35:14,2026-08-01 09:35:14
DRV002009,Bùi Hùng,0555331393,GPLX-58736810,Toyota,28A-80914,4.12,busy,2024-06-13 09:35:14,2026-08-02 09:35:14
DRV000231,Dương Tuấn,0874109670,GPLX-34630530,Ford,84A-47660,4.53,available,2024-05-15 09:35:14,2026-08-01 09:35:14
DRV000504,Đỗ Phúc,0720825454,GPLX-73021452,Hyundai,86A-10396,4.92,busy,2026-05-06 09:35:14,2026-08-04 09:35:14
DRV003637,Ngô An,0319894294,GPLX-85224395,Toyota,34A-33111,3.61,available,2026-03-28 09:35:14,2026-08-04 09:35:14
DRV000556,Huỳnh Vân,0806155977,GPLX-82499804,Kia,26A-54739,4.54,available,2025-05-09 09:35:14,2026-08-03 09:35:14
DRV000381,Nguyễn Trung,0834710884,GPLX-81596156,Hyundai,29A-28025,3.91,available,2024-01-13 09:35:14,2026-07-31 09:35:14
DRV002794,Hoàng Vân,0398175701,GPLX-61204082,Kia,34A-80211,3.9,busy,2026-02-01 09:35:14,2026-08-04 09:35:14
DRV001526,Bùi Phúc,0490617444,GPLX-97438959,Honda,15A-73405,3.57,offline,2026-02-28 09:35:14,2026-08-03 09:35:14
DRV002304,Phạm Hiếu,0510033038,GPLX-61309662,Mazda,51A-37186,4.04,available,2022-08-23 09:35:14,2026-07-31 09:35:14
DRV002122,Võ Phong,0704806957,GPLX-10552226,Honda,61A-52380,3.51,available,2022-12-14 09:35:14,2026-08-06 09:35:14
DRV001005,Nguyễn Phong,0460985204,GPLX-32331087,VinFast,78A-67632,4.25,available,2026-03-18 09:35:14,2026-08-05 09:35:14
DRV001958,Hoàng Linh,0967611637,GPLX-67650987,VinFast,88A-75353,4.37,offline,2022-10-31 09:35:14,2026-08-03 09:35:14
DRV000837,Hoàng Hiếu,0421836408,GPLX-13329310,Kia,16A-33032,4.2,busy,2023-01-19 09:35:14,2026-07-31 09:35:14
DRV002385,Huỳnh Khánh,0354394333,GPLX-56759594,Toyota,63A-23585,4.92,available,2023-05-18 09:35:14,2026-08-01 09:35:14
DRV000375,Đặng Quân,0730466191,GPLX-98024225,Toyota,49A-94289,3.71,busy,2022-05-27 09:35:14,2026-08-01 09:35:14
DRV002141,Ngô Bình,0633707210,GPLX-64489585,VinFast,74A-44943,4.6,offline,2023-08-17 09:35:14,2026-08-01 09:35:14
DRV003653,Bùi Nga,0836382474,GPLX-38850011,Hyundai,36A-80765,3.59,offline,2021-08-28 09:35:14,2026-08-03 09:35:14
DRV000940,Trần Nam,0502646307,GPLX-80565335,Honda,30A-97410,3.86,available,2025-10-20 09:35:14,2026-08-01 09:35:14
DRV002532,Võ Quân,0499586786,GPLX-18034254,Kia,79A-27271,4.42,available,2023-03-22 09:35:14,2026-08-03 09:35:14
DRV002753,Bùi Hải,0858196023,GPLX-24801806,Mitsubishi,42A-10211,4.6,available,2022-02-18 09:35:14,2026-08-06 09:35:14
DRV002513,Lê Hà,0512561521,GPLX-53001205,Toyota,19A-54707,4.37,offline,2026-03-29 09:35:14,2026-08-01 09:35:14
DRV000530,Hồ Nga,0616181652,GPLX-95475155,VinFast,26A-90008,4.72,offline,2022-08-03 09:35:14,2026-08-05 09:35:14
DRV003509,Phan Hà,0766714092,GPLX-98897286,VinFast,32A-58957,4.68,busy,2024-01-25 09:35:14,2026-07-31 09:35:14
DRV000637,Hồ Trung,0808982946,GPLX-25236182,VinFast,91A-39285,4.43,offline,2022-12-25 09:35:14,2026-08-01 09:35:14
DRV001270,Hồ Minh,0501929252,GPLX-48676527,Toyota,42A-43079,4.26,busy,2022-05-07 09:35:14,2026-08-04 09:35:14
DRV000186,Lê Quân,0375347629,GPLX-74002661,VinFast,17A-96801,3.65,available,2024-10-27 09:35:14,2026-08-05 09:35:14
DRV002514,Đỗ Yến,0977309882,GPLX-98938673,Kia,62A-95112,3.68,busy,2025-08-13 09:35:14,2026-08-06 09:35:14
DRV003590,Hoàng Hùng,0362950556,GPLX-28135871,Ford,84A-62577,4.61,busy,2024-09-22 09:35:14,2026-08-02 09:35:14
DRV002367,Hoàng Hải,0993457944,GPLX-42236877,Mitsubishi,11A-93433,3.83,busy,2025-04-07 09:35:14,2026-08-03 09:35:14
DRV001798,Huỳnh Việt,0369573781,GPLX-71800146,Honda,52A-87983,4.97,offline,2025-11-29 09:35:14,2026-08-02 09:35:14
DRV001442,Ngô Mai,0532583661,GPLX-64000456,Hyundai,36A-49306,4.39,busy,2025-01-29 09:35:14,2026-07-31 09:35:14
DRV001536,Bùi Nga,0337958573,GPLX-29846804,Mazda,84A-81477,4.18,busy,2025-12-15 09:35:14,2026-07-31 09:35:14
DRV001274,Hoàng Thảo,0980953060,INVALID_LICENSE,Honda,40A-44084,4.79,offline,2024-05-14 09:35:14,2026-08-05 09:35:14
DRV000608,Võ Quân,0425330173,GPLX-59041498,Mitsubishi,80A-17959,3.59,busy,2023-01-16 09:35:14,2026-08-05 09:35:14
DRV001713,Đặng Hà,0439739316,GPLX-30519994,Kia,28A-51316,4.52,available,2022-02-12 09:35:14,2026-08-04 09:35:14
DRV003979,Dương Nam,0462371203,GPLX-16870208,Ford,72A-89352,3.88,busy,2021-12-10 09:35:14,2026-08-01 09:35:14
DRV003926,Phan Giang,0459460313,GPLX-73832114,VinFast,80A-34136,3.57,available,2026-04-17 09:35:14,2026-07-31 09:35:14
DRV002224,Đặng Chiến,0660983535,GPLX-85822007,Toyota,50A-64246,4.03,offline,2025-10-29 09:35:14,2026-08-03 09:35:14
DRV003954,Dương Việt,0580846103,GPLX-26365174,Mitsubishi,50A-20466,3.53,busy,2026-04-08 09:35:14,2026-07-31 09:35:14
DRV002072,Đỗ Nam,0842143186,GPLX-91203255,Ford,40A-75777,4.87,busy,2025-01-01 09:35:14,2026-08-04 09:35:14
DRV003356,Đặng Hạnh,0993606510,GPLX-62597130,Toyota,54A-38519,4.14,busy,2022-09-06 09:35:14,2026-08-04 09:35:14
DRV001978,Hồ Phúc,0443467688,GPLX-24610212,VinFast,80A-90593,4.9,busy,2024-03-21 09:35:14,2026-08-04 09:35:14
DRV000159,Bùi Bình,0847727258,GPLX-10264692,Ford,98A-78391,3.93,offline,2024-05-13 09:35:14,2026-08-01 09:35:14
DRV001749,Hồ Hùng,0366800259,GPLX-31288594,VinFast,98A-71582,4.85,offline,2025-02-01 09:35:14,2026-08-05 09:35:14
DRV003949,Phạm Tuấn,0898906745,GPLX-54126234,Toyota,34A-83958,4.76,busy,2023-10-04 09:35:14,2026-08-04 09:35:14
DRV000903,Phạm Hạnh,0414002339,GPLX-59530742,VinFast,19A-49420,4.61,busy,2022-01-20 09:35:14,2026-08-03 09:35:14
DRV000353,Đặng Hải,0310698769,GPLX-59109750,Mazda,58A-34188,3.98,available,2025-07-16 09:35:14,2026-08-02 09:35:14
DRV001231,Hoàng Yến,0743647779,GPLX-54264373,Hyundai,60A-77226,3.79,busy,2025-03-27 09:35:14,2026-08-06 09:35:14
DRV003488,Hồ Linh,0876812683,GPLX-39085449,Mazda,38A-93625,3.97,offline,2025-03-28 09:35:14,2026-07-31 09:35:14
DRV000445,Nguyễn Hạnh,0593923007,GPLX-71877196,Kia,58A-45173,4.52,busy,2022-07-28 09:35:14,2026-08-02 09:35:14
DRV003924,Hoàng Hạnh,0859547684,GPLX-37917876,Mitsubishi,39A-72594,4.55,busy,2023-11-25 09:35:14,2026-08-03 09:35:14
DRV000755,Phạm Sơn,0755729040,GPLX-22254003,Toyota,49A-69874,4.6,offline,2024-06-11 09:35:14,2026-08-03 09:35:14
DRV001738,Nguyễn Vân,0703844776,GPLX-12590198,VinFast,44A-48771,4.1,busy,2023-08-07 09:35:14,2026-07-31 09:35:14
DRV003968,Bùi Trang,0693465107,GPLX-79219321,VinFast,26A-12570,3.83,offline,2021-10-12 09:35:14,2026-08-02 09:35:14
DRV000312,Phan Ngọc,0768643925,GPLX-15820959,Hyundai,91A-51800,3.58,available,2025-12-04 09:35:14,2026-07-31 09:35:14
DRV000549,Vũ Quân,0300449540,GPLX-97549651,Hyundai,38A-22881,4.55,available,2022-09-10 09:35:14,2026-07-31 09:35:14
DRV002655,Vũ Linh,0785637588,GPLX-54781246,Hyundai,61A-72184,4.44,offline,2022-08-10 09:35:14,2026-08-01 09:35:14
DRV002893,Vũ Nga,0401450968,GPLX-75303782,Honda,81A-94264,4.05,available,2022-01-04 09:35:14,2026-08-02 09:35:14
DRV000307,Đặng Dũng,0817939987,GPLX-52418990,VinFast,43A-59834,4.85,offline,2022-04-29 09:35:14,2026-08-06 09:35:14
DRV000695,Hoàng Hạnh,0983688928,GPLX-11402587,Ford,43A-32999,3.58,busy,2022-02-01 09:35:14,2026-08-05 09:35:14
DRV001928,Phan Ngọc,0717086979,GPLX-92444494,Kia,25A-83198,4.91,suspended,2024-01-20 09:35:14,2026-08-03 09:35:14
DRV003079,Bùi Khánh,0684464749,GPLX-97741179,Hyundai,68A-77864,4.87,busy,2023-02-13 09:35:14,2026-08-01 09:35:14
DRV000750,Hoàng Yến,0526482658,GPLX-30862136,Hyundai,63A-69382,3.62,busy,2026-06-16 09:35:14,2026-08-03 09:35:14
DRV001267,Ngô Vân,0934883729,GPLX-90914456,Toyota,93A-49554,3.99,offline,2026-04-23 09:35:14,2026-07-31 09:35:14
DRV002160,Bùi Việt,0772214553,GPLX-50734138,Ford,85A-63953,4.2,busy,2021-08-27 09:35:14,2026-08-05 09:35:14
DRV002472,Võ Việt,0696063355,GPLX-22794491,Toyota,68A-44266,3.7,busy,2025-06-16 09:35:14,2026-02-12 09:35:14
DRV000971,Hồ Hạnh,0364257222,GPLX-96902406,Honda,27A-94460,4.9,available,2022-10-01 09:35:14,2026-07-31 09:35:14
DRV000014,Hoàng Hạnh,0884349325,GPLX-79424550,Mitsubishi,67A-61310,4.41,available,2026-01-27 09:35:14,2026-08-04 09:35:14
DRV000874,Đỗ Long,0951748951,GPLX-69435620,Honda,78A-40517,3.83,available,2022-11-15 09:35:14,2026-08-06 09:35:14
DRV000809,Nguyễn An,0516104594,GPLX-11558522,VinFast,90A-17166,3.78,busy,2023-06-15 09:35:14,2026-08-06 09:35:14
DRV000515,Đặng Phong,0954377877,GPLX-70874945,Honda,98A-47906,4.2,available,2025-01-12 09:35:14,2026-08-04 09:35:14
DRV003202,Vũ Việt,0374281966,GPLX-90668803,Ford,79A-11346,4.99,offline,2021-08-17 09:35:14,2026-08-01 09:35:14
DRV000410,Bùi Thảo,0486544034,GPLX-29966636,Mazda,57A-77437,3.9,busy,2023-04-19 09:35:14,2026-08-04 09:35:14
DRV002241,Trần Hùng,0379552213,GPLX-62011993,Mazda,26A-91039,4.19,available,2024-04-12 09:35:14,2026-07-31 09:35:14
DRV003929,Trần Nga,0672442360,GPLX-56762951,Hyundai,19A-73004,3.66,offline,2026-05-06 09:35:14,2026-08-04 09:35:14
DRV000208,Võ Long,0653503267,GPLX-20537116,Honda,56A-69472,4.72,offline,2023-01-25 09:35:14,2026-08-04 09:35:14
DRV002500,Đỗ Nga,0745658750,GPLX-98172317,Toyota,50A-85602,4.9,offline,2024-01-27 09:35:14,2026-08-01 09:35:14
DRV000459,Phan Bình,0771524332,GPLX-87433837,Mitsubishi,48A-22786,4.35,available,2023-01-09 09:35:14,2026-07-31 09:35:14
DRV002285,Võ Sơn,0939761543,GPLX-63349744,Ford,31A-46301,4.88,offline,2024-11-02 09:35:14,2026-08-01 09:35:14
DRV002414,Dương Hiếu,0365589398,GPLX-80803584,Honda,34A-77127,3.71,offline,2023-03-31 09:35:14,2026-08-01 09:35:14
DRV002908,Dương Bình,0480919549,GPLX-50292001,Ford,73A-16431,4.23,available,2022-09-17 09:35:14,2026-08-05 09:35:14
DRV002466,Trần Long,0751483615,GPLX-88741500,Honda,83A-13642,4.21,busy,2024-01-16 09:35:14,2026-08-03 09:35:14
DRV002650,Phan Mai,0461362940,GPLX-18518711,Mazda,83A-44531,4.3,available,2026-01-30 09:35:14,2026-08-05 09:35:14
DRV001884,Bùi Bình,0886658734,GPLX-75480327,VinFast,38A-56699,4.98,busy,2021-11-23 09:35:14,2026-07-31 09:35:14
DRV001714,Trần Thảo,0501440545,GPLX-14699927,Hyundai,20A-66425,3.99,offline,2024-05-04 09:35:14,2026-08-02 09:35:14
DRV002718,Võ Hoàng,0999562086,GPLX-11163492,Honda,86A-90414,4.42,available,2023-06-22 09:35:14,2026-08-02 09:35:14
DRV002430,Phạm Hải,0792976619,GPLX-84482577,VinFast,94A-61608,3.86,available,2023-03-08 09:35:14,2026-08-06 09:35:14
DRV000553,Phạm Thảo,0371680668,GPLX-67543076,Kia,51A-55706,4.58,busy,2023-08-21 09:35:14,2026-08-01 09:35:14
DRV003717,Đặng Chiến,0519900901,GPLX-78637922,Mazda,95A-90744,4.53,available,2025-07-24 09:35:14,2026-08-02 09:35:14
DRV003846,Nguyễn Yến,0367226897,GPLX-32119890,Ford,91A-44718,4.48,available,2025-02-27 09:35:14,2026-08-05 09:35:14
DRV001926,Dương Nam,0577876086,GPLX-52812414,Hyundai,68A-89682,4.63,available,2023-05-19 09:35:14,2026-08-04 09:35:14
DRV000635,Phạm Linh,0326010390,GPLX-98943307,VinFast,33A-30876,4.34,available,2023-03-04 09:35:14,2026-08-01 09:35:14
DRV003684,Đỗ Trung,0906662055,GPLX-38307464,Toyota,57A-49412,4.8,available,2022-03-19 09:35:14,2026-08-05 09:35:14
DRV000317,Huỳnh Hùng,0974444295,GPLX-70948903,Honda,16A-95944,4.58,offline,2026-06-25 09:35:14,2026-07-31 09:35:14
DRV003053,Bùi Linh,0426893865,GPLX-46242726,Honda,43A-89085,3.94,busy,2026-07-07 09:35:14,2026-08-04 09:35:14
DRV003532,Đặng Hùng,0488917871,GPLX-95450723,Mitsubishi,88A-47486,4.48,busy,2025-10-21 09:35:14,2026-08-01 09:35:14
DRV001329,Ngô Linh,0835564351,GPLX-71681232,Mazda,25A-30679,3.91,busy,2025-09-27 09:35:14,2026-08-06 09:35:14
DRV000428,Lê Hà,0464438567,GPLX-69723147,Ford,55A-79326,4.07,available,2025-04-12 09:35:14,2026-08-03 09:35:14
DRV002963,Hoàng Trang,0661571885,GPLX-51935054,Mazda,96A-77527,3.95,available,2025-06-27 09:35:14,2026-07-31 09:35:14
DRV000106,Nguyễn Long,0927849158,GPLX-95520924,Honda,25A-93651,4.47,suspended,2021-08-24 09:35:14,2025-07-19 09:35:14
DRV000143,Lê Hà,0688143083,GPLX-31472965,Hyundai,69A-59796,4.51,busy,2023-07-28 09:35:14,2026-08-04 09:35:14
DRV003840,Phan Chiến,0398153176,GPLX-24728860,Kia,46A-58211,4.76,available,2026-04-29 09:35:14,2026-08-02 09:35:14
DRV003149,Bùi An,0326962650,GPLX-83720923,Hyundai,88A-12024,4.18,offline,2024-02-14 09:35:14,2026-08-05 09:35:14
DRV002243,Võ Nam,0586161897,GPLX-86162207,Honda,69A-24622,4.06,offline,2024-10-11 09:35:14,2026-08-06 09:35:14
DRV001950,Võ Nga,0594174150,GPLX-86007193,Toyota,14A-75479,4.05,busy,2025-10-04 09:35:14,2026-07-31 09:35:14
DRV003559,Phan Quân,0721717874,GPLX-77018641,Toyota,80A-82779,4.2,available,2023-10-19 09:35:14,2026-08-02 09:35:14
DRV003733,Phạm Bình,0315558143,GPLX-28588944,Kia,36A-21656,4.21,available,2022-05-06 09:35:14,2026-08-04 09:35:14
DRV002158,Phan Hạnh,0309432431,GPLX-77941393,Toyota,76A-80450,4.56,busy,2025-08-26 09:35:14,2026-08-02 09:35:14
DRV003938,Phan Ngọc,0967875795,GPLX-33539435,VinFast,14A-88000,4.93,offline,2026-07-06 09:35:14,2026-08-06 09:35:14
DRV001952,Võ Yến,0401488881,GPLX-28429307,VinFast,NO-PLATE,3.92,busy,2021-08-31 09:35:14,2026-08-05 09:35:14
DRV002688,Vũ Ngọc,0727310445,GPLX-74077265,Toyota,87A-11676,4.18,available,2025-06-02 09:35:14,2026-07-31 09:35:14
DRV002926,Đỗ Ngọc,0543991992,GPLX-46190889,VinFast,23A-67470,3.95,available,2026-07-03 09:35:14,2026-08-03 09:35:14
DRV002293,Huỳnh Khánh,0403701452,GPLX-47471120,Hyundai,29A-67855,4.02,busy,2024-04-11 09:35:14,2026-08-01 09:35:14
DRV001110,Phạm Long,0685395407,GPLX-15614270,Mitsubishi,63A-25339,4.66,offline,2025-05-18 09:35:14,2026-08-01 09:35:14
DRV002895,Võ Chiến,0932604756,GPLX-62463576,Toyota,78A-89762,3.67,busy,2022-04-24 09:35:14,2026-08-01 09:35:14
DRV000592,Bùi Ngọc,0974976504,GPLX-83374594,Toyota,96A-45398,3.7,offline,2021-10-19 09:35:14,2026-08-06 09:35:14
DRV003719,Trần An,0359482716,GPLX-55375507,Ford,89A-84831,3.54,busy,2026-03-05 09:35:14,2026-08-03 09:35:14
DRV001577,Huỳnh Nga,0687448817,GPLX-73547364,VinFast,82A-58781,3.96,available,2022-05-27 09:35:14,2025-09-02 09:35:14
DRV002874,Vũ An,0442195875,GPLX-28645860,Mazda,34A-83282,3.69,offline,2025-12-17 09:35:14,2026-08-01 09:35:14
DRV000214,Võ Yến,0857893387,GPLX-38204850,Ford,25A-37703,4.79,offline,2022-01-21 09:35:14,2026-08-05 09:35:14
DRV000779,Bùi Khánh,0986855275,GPLX-21395037,Mazda,28A-89142,4.45,available,2022-09-17 09:35:14,2026-08-01 09:35:14
DRV002933,Nguyễn Trang,0630662369,GPLX-30369613,Kia,38A-69855,4.44,offline,2026-02-21 09:35:14,2026-08-02 09:35:14
DRV003528,Nguyễn Hoàng,0732811679,GPLX-72375777,Hyundai,25A-98263,4.52,suspended,2025-09-02 09:35:14,2026-08-04 09:35:14
DRV002044,Võ Việt,0687878151,GPLX-89532236,VinFast,45A-93034,4.65,busy,2025-12-26 09:35:14,2026-08-05 09:35:14
DRV003296,Trần Nga,0574206497,GPLX-62944676,Mazda,15A-58521,3.69,available,2026-03-23 09:35:14,2026-08-03 09:35:14
DRV003366,Hoàng Minh,0520417431,GPLX-99285103,Toyota,46A-33251,3.54,available,2026-02-07 09:35:14,2026-08-06 09:35:14
DRV003136,Trần Hiếu,0955842138,GPLX-49698017,VinFast,50A-99554,4.97,available,2023-03-01 09:35:14,2026-08-02 09:35:14
DRV001568,Dương Việt,0414008349,GPLX-28500203,Ford,70A-64390,3.73,available,2025-09-05 09:35:14,2026-08-02 09:35:14
DRV003032,Huỳnh Quân,0548042177,GPLX-72792214,Mazda,21A-55651,4.58,available,2024-07-19 09:35:14,2026-08-01 09:35:14
DRV003552,Nguyễn Minh,0771395689,GPLX-59362457,Toyota,31A-83498,4.15,offline,2022-05-01 09:35:14,2026-08-05 09:35:14
DRV002684,Huỳnh Mai,0999045391,GPLX-81369016,Toyota,53A-60631,4.64,available,2022-08-25 09:35:14,2026-08-03 09:35:14
DRV003617,Hoàng Ngọc,0937161046,GPLX-24304618,Hyundai,57A-27989,4.0,available,2024-03-15 09:35:14,2026-08-06 09:35:14
DRV001344,Đặng Hạnh,0993064001,GPLX-90883810,Honda,20A-87298,4.11,busy,2025-12-01 09:35:14,2026-08-04 09:35:14
DRV002014,Hoàng Quân,0889394365,GPLX-55248562,Honda,40A-47633,4.07,busy,2022-12-22 09:35:14,2026-08-01 09:35:14
DRV000274,Huỳnh Long,0639865229,GPLX-22735203,Ford,84A-16912,3.84,offline,2024-04-11 09:35:14,2026-08-06 09:35:14
DRV000072,Phan Nam,0690175638,GPLX-25241853,Mitsubishi,41A-93269,4.72,busy,2022-07-04 09:35:14,2026-08-01 09:35:14
DRV001088,Đỗ Long,0841047490,GPLX-33283781,Kia,80A-59129,4.03,available,2025-10-18 09:35:14,2026-07-31 09:35:14
DRV000395,Võ Giang,0464155189,GPLX-50019403,Mazda,64A-18567,4.14,offline,2026-04-24 09:35:14,2026-08-06 09:35:14
DRV000584,Phan Giang,0735338779,GPLX-35786412,Mazda,40A-33494,4.19,available,2023-11-12 09:35:14,2026-08-04 09:35:14
DRV003875,Hoàng Khánh,0953868416,GPLX-70790671,Toyota,37A-74888,4.44,busy,2022-06-22 09:35:14,2026-08-05 09:35:14
DRV002683,Phan Yến,0948104748,GPLX-62259157,Mitsubishi,20A-62416,4.51,offline,2025-02-02 09:35:14,2026-08-04 09:35:14
DRV002699,Ngô Trung,0934500662,GPLX-45822126,Mazda,77A-16259,3.57,busy,2021-10-28 09:35:14,2026-08-01 09:35:14
DRV003657,Đặng Dũng,0429450846,GPLX-18351510,Kia,72A-95296,4.55,offline,2023-06-24 09:35:14,2026-08-06 09:35:14
DRV002620,Phan Mai,0991707693,GPLX-99220120,Toyota,94A-25046,4.09,offline,2026-05-26 09:35:14,2026-08-03 09:35:14
DRV002326,Phan Bình,0536022669,GPLX-99292490,VinFast,53A-84260,4.84,available,2025-11-17 09:35:14,2026-08-03 09:35:14
DRV001764,Bùi Phong,0905067026,GPLX-41779017,Kia,41A-74175,4.78,available,2025-07-24 09:35:14,2026-08-05 09:35:14
DRV003163,Bùi Hà,0641047950,GPLX-91211161,Honda,24A-28475,4.44,busy,2024-08-02 09:35:14,2026-08-04 09:35:14
DRV001260,Nguyễn Việt,0788866260,GPLX-50135515,Toyota,93A-94692,4.96,busy,2023-02-08 09:35:14,2026-08-01 09:35:14
DRV000527,Trần Nga,0930558618,GPLX-30924190,Toyota,93A-74841,4.53,busy,2025-05-10 09:35:14,2026-08-06 09:35:14
DRV000378,Ngô Hà,0879493504,GPLX-44023324,Toyota,51A-68469,4.96,busy,2024-07-19 09:35:14,2026-08-06 09:35:14
DRV001560,Bùi Chiến,0875561462,GPLX-77340857,Honda,65A-33657,3.91,available,2022-05-03 09:35:14,2026-08-06 09:35:14
